DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
1265395-DCA,Individual,04/30/2020,Active,08/23/2007,Pedicab Driver,"SOLLITTO, JOHN T",,,,,BROOKLYN,NY,11231,9172046789,,,,,,,,,,,,
0936804-DCA,Individual,05/31/2021,Active,05/06/1997,Locksmith,"DEGENNARO, FREDERICK",,,,,BROOKLYN,NY,11231,7183098265,,,,,,,,,,,,
1292139-DCA,Individual,02/28/2021,Active,07/14/2008,Home Improvement Salesperson,"BRADLEE, TIMOTHY P",,,,,brooklyn,NY,11231,9175570133,,,,,,,,,,,,
2081822-DCA,Individual,02/28/2021,Active,01/31/2019,Home Improvement Salesperson,"VEGA, WILFREDO",,,,,BROOKLYN,NY,11231,646-457-9916,,,,,,,,,,,,
2067208-DCA,Individual,02/28/2021,Active,03/03/2018,Home Improvement Salesperson,"RUMIANTCEV, DMITRII",,,,,BROOKLYN,NY,11231,9172541789,,,,,,,,,,,,
1304808-DCA,Individual,02/28/2021,Active,11/21/2008,Home Improvement Salesperson,"KOWAL, LESZEK",,,,,BROOKLYN,NY,11231,,,,,,,,,,,,,
2039911-DCA,Individual,02/28/2021,Active,07/07/2016,Home Improvement Salesperson,"ROUSE, JOHN",,,,,BROOKLYN,NY,11231,9174394972,,,,,,,,,,,,
1246667-DCA,Individual,02/28/2021,Active,03/22/2012,Home Improvement Salesperson,"SINGH, MANDIP",,,,,BROOKLYN,NY,11231,3477991248,,,,,,,,,,,,
1251762-DCA,Individual,02/28/2019,Inactive,04/10/2007,Home Improvement Salesperson,"MARRERO, CAIN",,,,,Brooklyn,NY,11231,,,,,,,,,,,,,
2005090-DCA,Individual,09/30/2014,Inactive,03/24/2014,General Vendor,"GOODMAN, JERALD P.",,,,,BROOKLYN,NY,11231,7188529894,,,,,,,,,General Vendor Type: General Vendor (White),,,
1346684-DCA,Individual,02/28/2021,Active,03/09/2010,Home Improvement Salesperson,"SEITER, DAVID",,,,,BROOKLYN,NY,11231,7188558995,,,,,,,,,,,,
2006139-DCA,Individual,02/28/2021,Active,04/11/2014,Home Improvement Salesperson,"BARRY, LAUREN",,,,,BROOKLYN,NY,11231,3474523215,,,,,,,,,,,,
2074511-DCA,Individual,02/28/2021,Active,06/26/2018,Home Improvement Salesperson,"MASON, JONATHAN",,,,,BROOKLYN,NY,11231,3475466503,,,,,,,,,,,,
2016037-DCA,Individual,02/28/2021,Active,12/01/2014,Home Improvement Salesperson,"CESARIA, LINDA",,,,,BROOKLYN,NY,11231,3478850890,,,,,,,,,,,,
2078014-DCA,Individual,02/28/2021,Active,09/11/2018,Home Improvement Salesperson,"VOLASTRO, JOHN",,,,,BROOKLYN,NY,11231,3476173939,,,,,,,,,,,,
1096907-DCA,Individual,10/31/2020,Active,11/19/2001,Tow Truck Driver,"RYAN, KENNETH",,,,,BROOKLYN,NY,11231,7188321290,,,,,,,,,,,,
1109611-DCA,Individual,02/28/2021,Active,02/14/2008,Home Improvement Salesperson,"FELDMAN, ALEXANDER",,,,,BROOKLYN,NY,11231,9178054440,,,,,,,,,,,,
1464785-DCA,Individual,02/28/2021,Active,05/13/2013,Home Improvement Salesperson,"AMAXAS, ATHANASIOS",,,,,BROOKLYN,NY,11231,7187460854,,,,,,,,,,,,
2080337-DCA,Individual,10/31/2020,Active,11/30/2018,Tow Truck Driver,"Aviles, Richard",,,,,BROOKLYN,NY,11231,3474717384,,,,,,,,,,,,
1463654-DCA,Individual,02/28/2021,Active,04/29/2013,Home Improvement Salesperson,"KONDAKS, STEPHEN A.",,,,,BROOKLYN,NY,11231,9177238549,,,,,,,,,,,,
1295780-DCA,Individual,02/28/2021,Active,08/14/2008,Home Improvement Salesperson,"CERIELLO, ANTONIO",,,,,BROOKLYN,NY,11231,7187973757,,,,,,,,,,,,
2045347-DCA,Individual,02/28/2021,Active,11/07/2016,Home Improvement Salesperson,"KILFOIL, ROGER L",,,,,BROOKLYN,NY,11231,631-766-3296,,,,,,,,,,,,
2044364-DCA,Individual,02/28/2021,Active,10/03/2016,Home Improvement Salesperson,"MALDONADO, CRAIG B",,,,,BROOKLYN,NY,11231,9176566526,,,,,,,,,,,,
2029726-DCA,Individual,02/28/2021,Active,10/22/2015,Home Improvement Salesperson,"KERR, KEVIN",,,,,BROOKLYN,NY,11231,,,,,,,,,,,,,
1283421-DCA,Individual,02/28/2021,Active,09/01/2010,Home Improvement Salesperson,"BROOKS-CHURCH, GENNARO F",,,,,BROOKLYN,NY,11231,3472443016,,,,,,,,,,,,
0949054-DCA,Individual,09/30/2013,Inactive,11/06/2006,General Vendor,"BRITT, VIVIAN D",,,,,BROOKLYN,NY,11231,7182431754,,,,,,,,,General Vendor Type: General Vendor (White),,,
2017102-DCA,Individual,10/31/2020,Active,01/07/2015,Tow Truck Driver,"FIGUEROA, ANTHONY",,,,,BROOKLYN,NY,11231,7188021191,,,,,,,,,,,,
2037083-DCA,Individual,02/28/2021,Active,05/04/2016,Home Improvement Salesperson,"MEILUS, VINCAS",,,,,BROOKLYN,NY,11231,718-834-1310,,,,,,,,,,,,
2032557-DCA,Individual,02/28/2021,Active,01/21/2016,Home Improvement Salesperson,"FERRARA, CHIARA",,,,,BROOKLYN,NY,11231,7187108008,,,,,,,,,,,,
1351084-DCA,Individual,09/30/2010,Inactive,04/27/2010,General Vendor,"GIGANTI, VICTOR G",,,,,BROOKLYN,NY,11231,7188755925,,,,,,,,,General Vendor Type: General Vendor (White),,,
0990810-DCA,Individual,05/31/2021,Active,07/20/1998,Locksmith,"ANGELONE, PAUL D",,,,,BROOKLYN,NY,11231,7188759673,,,,,,,,,,,,
2024860-DCA,Individual,02/28/2017,Inactive,06/25/2015,Home Improvement Salesperson,"MASON, JONATHAN",,,,,BROOKLYN,NY,11231,3475466503,,,,,,,,,,,,
2052293-DCA,Individual,10/31/2020,Active,05/02/2017,Tow Truck Driver,"RAMOS, FRANKIE",,,,,BROOKLYN,NY,11231,917-402-0737,,,,,,,,,,,,
2079801-DCA,Individual,02/28/2021,Active,11/09/2018,Home Improvement Salesperson,"PEREZ, TOMMY",,,,,BROOKLYN,NY,11231,3476051313,,,,,,,,,,,,
2004194-DCA,Individual,02/28/2021,Active,03/03/2014,Home Improvement Salesperson,"Pfaffman, William",,,,,BROOKLYN,NY,11231,9179746933,,,,,,,,,,,,
1003572-DCA,Individual,02/28/2021,Active,02/19/1999,Home Improvement Salesperson,"CHAU, KA NING",,,,,BROOKLYN,NY,11231,7188526060,,,,,,,,,,,,
1445291-DCA,Individual,02/28/2021,Active,09/18/2012,Home Improvement Salesperson,"SWAN, CHERRYLYN",,,,,BROOKLYN,NY,11231,7182464747,,,,,,,,,,,,
1194544-DCA,Individual,02/28/2021,Active,04/25/2005,Home Improvement Salesperson,"KILLEEN, EOIN P",,,,,BROOKLYN,NY,11231,6467327455,,,,,,,,,,,,
1381364-DCA,Individual,02/28/2021,Active,09/18/2012,Home Improvement Salesperson,"BRAICO, MATTHEW",,,,,BROOKLYN,NY,11231,3475387562,,,,,,,,,,,,
1400024-DCA,Individual,02/28/2021,Active,07/12/2011,Home Improvement Salesperson,"perry, charles",,,,,brooklyn,NY,11231,9178806464,,,,,,,,,,,,
2075959-DCA,Individual,02/28/2021,Active,07/20/2018,Home Improvement Salesperson,"BUENO, RAFAEL",,,,,BROOKLYN,NY,11231,917 833-5422,,,,,,,,,,,,
2045700-DCA,Individual,02/28/2021,Active,11/18/2016,Home Improvement Salesperson,"PILKU, VJOLCA",,,,,BROOKLYN,NY,11231,7182596766,,,,,,,,,,,,
2003624-DCA,Business,02/28/2021,Active,02/18/2014,Home Improvement Contractor,NEW AGE PAINTING & DECORATING INC,,721,HENRY ST,,BROOKLYN,NY,11231,9174689249,Brooklyn,3,,,,,BK33,59,,,,
1269823-DCA,Individual,02/28/2021,Active,10/05/2007,Home Improvement Salesperson,"CUENCA, JULIO R",,,,,BROOKLYN,NY,11231,9176205922,,,,,,,,,,,,
1194283-DCA,Individual,02/28/2021,Active,05/05/2005,Home Improvement Salesperson,"BURDA, YVETA",,,,,BROOKLYN,NY,11231,7188757703,,,,,,,,,,,,
2055172-DCA,Individual,02/28/2021,Active,06/30/2017,Home Improvement Salesperson,"MCCLELLAN, JOHN",,,,,BROOKLYN,NY,11231,917-743-0913,,,,,,,,,,,,
0953304-DCA,Individual,10/31/2020,Active,02/08/2013,Tow Truck Driver,"NARVAEZ, MANUEL A",,,,,BROOKLYN,NY,11231,9178045465,,,,,,,,,,,,
1422856-DCA,Business,09/15/2020,Active,03/28/2012,Sidewalk Cafe,"TESSA & LUCHO, INC.",BAR BRUNO,520,HENRY ST,,BROOKLYN,NY,11231,3477630850,Brooklyn,3,306,39,3004484,3003430023,BK33,63,"Sidewalk Cafe Type: Unenclosed, Square Feet: 197, Tables: 6, Chairs: 12",-73.9997836668296,40.6833740418528,"(40.6833740418528, -73.9997836668296)"
1200034-DCA,Business,12/31/2017,Inactive,06/08/2005,Laundry,"34 LAUNDROMAT, INC.",,34,LORRAINE ST,,BROOKLYN,NY,11231,7184039241,Brooklyn,3,306,38,3329546,3005790001,BK33,53,,-74.00839264712101,40.67479357396412,"(40.67479357396412, -74.00839264712101)"
2039389-DCA,Business,02/28/2021,Active,06/23/2016,Home Improvement Contractor,CLEARVIEW SM INC,,199,BUSH ST,,BROOKLYN,NY,11231,9172179848,Brooklyn,3,306,38,3008571,3005620046,BK33,53,,-74.00133746351723,40.67357244735566,"(40.67357244735566, -74.00133746351723)"
1303963-DCA,Business,02/28/2015,Inactive,11/07/2008,Home Improvement Contractor,"CITY BEAUTIFUL CARPENTRY, INC.",,194,COLUMBIA ST,,BROOKLYN,NY,11231,9176793572,Brooklyn,3,306,39,3004067,3003290034,BK33,51,,-74.00252035892785,40.68542435893028,"(40.68542435893028, -74.00252035892785)"
1260653-DCA,Business,12/31/2013,Inactive,07/03/2007,Tobacco Retail Dealer,NASSR'S DELI & GROCERY INC.,,603,CLINTON ST,,BROOKLYN,NY,11231,3472747060,Brooklyn,3,306,38,3008516,3005520003,BK33,53,,-74.00177731076894,40.674865230488074,"(40.674865230488074, -74.00177731076894)"
2062167-DCA,Business,12/31/2019,Active,12/01/2017,Laundries,"JEON, HYE SOON",GARDENER'S CLEANERS,357,SMITH ST,,BROOKLYN,NY,11231,7188524161,Brooklyn,3,306,39,3007554,3004500003,BK33,77,Laundry Type: Retail Laundry,-73.9952048782165,40.6797096706042,"(40.6797096706042, -73.9952048782165)"
2089582-DCA,Individual,03/31/2020,Active,08/15/2019,Sightseeing Guide,"NICOLAI, ALBERT",,,,,BROOKLYN,NY,11231,5735797505,,,,,,,,,,,,
0998869-DCA,Business,12/31/2012,Inactive,11/04/1998,Electronics Store,EXPERT VAC. SERV. CENTER INC,,293,COURT ST,,BROOKLYN,NY,11231,7188585444,Brooklyn,3,306,33,3006639,3004140006,BK33,75,,-73.9950459157544,40.68410953429305,"(40.68410953429305, -73.9950459157544)"
1281033-DCA,Business,09/15/2010,Inactive,04/16/2008,Sidewalk Cafe,CAVALIERE PARTNERS INC.,FRANCESCO'S RESTAURANT,531,HENRY ST,,BROOKLYN,NY,11231,7188340863,Brooklyn,3,306,39,3004309,3003380001,BK33,67,"Sidewalk Cafe Type: Unenclosed, Square Feet: 354, Tables: 12, Chairs: 24",-73.99966828815568,40.68357166516453,"(40.68357166516453, -73.99966828815568)"
1333040-DCA,Business,06/30/2020,Active,09/15/2009,Electronic & Appliance Service,S & W WILSON ENTERPRISES INC.,,100,W 9TH ST,,BROOKLYN,NY,11231,7189652227,Brooklyn,3,306,38,3008466,3005380054,BK33,85,,-74.00270387081592,40.6761278088096,"(40.6761278088096, -74.00270387081592)"
1445292-DCA,Business,06/30/2013,Inactive,09/18/2012,Home Improvement Contractor,"CONSTRUCTION SERVICES OF NY, INC.",,140,2ND ST,,BROOKLYN,NY,11231,7182464747,Brooklyn,3,306,39,3007919,3004620009,BK33,77,,-73.99074900210144,40.67724184704687,"(40.67724184704687, -73.99074900210144)"
1460337-DCA,Business,07/31/2017,Inactive,03/21/2013,Secondhand Dealer - General,LEO'S TIRE SHOP INC.,,543,COURT ST,,BROOKLYN,NY,11231,7182467349,Brooklyn,3,306,39,3008176,3004790006,BK33,77,,-73.99973683016154,40.674373929190246,"(40.674373929190246, -73.99973683016154)"
0895134-DCA,Business,03/31/2011,Inactive,02/16/1995,Parking Lot,FLASH PARKING INC.,,404,SMITH ST,,BROOKLYN,NY,11231,7188755975,Brooklyn,3,306,39,3000000,3004700020,BK33,77,"Vehicle Spaces: 99, Bicycle Spaces:",-73.99653898296673,40.67732999966813,"(40.67732999966813, -73.99653898296673)"
1409019-DCA,Business,12/31/2014,Inactive,09/26/2011,Electronics Store,"DAV METRO PARTNER ASSOCIATE, CORP",,64,LORRAINE ST,,BROOKLYN,NY,11231,7186430515,Brooklyn,3,306,38,3008668,3005800005,BK33,53,,-74.00722095933307,40.674480749117386,"(40.674480749117386, -74.00722095933307)"
2045348-DCA,Business,02/28/2021,Active,11/07/2016,Home Improvement Contractor,ROGER L KILFOIL,FOLWELL CONSULTING,303,DEGRAW ST,,BROOKLYN,NY,11231,631-766-3296,Brooklyn,3,306,33,3006686,3004140059,BK33,75,,-73.99439336049518,40.68343154567936,"(40.68343154567936, -73.99439336049518)"
2074512-DCA,Business,02/28/2021,Active,06/26/2018,Home Improvement Contractor,BATOR BINTOR INC.,,42,DELEVAN ST,,BROOKLYN,NY,11231,347 546-6503,Brooklyn,3,306,38,3336464,3005190001,BK33,59,,-74.00740535622768,40.67932800871826,"(40.67932800871826, -74.00740535622768)"
1283755-DCA,Business,03/31/2010,Inactive,04/30/2008,Sightseeing Bus,"JOFAZ TRANSPORTATION, INC.",,1,COFFEY ST,,BROOKLYN,NY,11231,7188520286,Brooklyn,3,306,38,3008838,3006000011,BK33,53,,-74.01046901160869,40.673731175789094,"(40.673731175789094, -74.01046901160869)"
1247848-DCA,Business,02/28/2021,Active,02/06/2007,Home Improvement Contractor,"HENRYSMITH PROPERTY MANAGEMENT, INC.",,307,SMITH ST,,BROOKLYN,NY,11231,6462260117,Brooklyn,3,306,39,3007267,3004360009,BK33,75,,-73.99400052948558,40.68149097179391,"(40.68149097179391, -73.99400052948558)"
2055804-DCA,Business,07/31/2021,Active,07/14/2017,Secondhand Dealer - General,"UNION MAX, LLC",,110,UNION ST,,BROOKLYN,NY,11231,7182221785,Brooklyn,3,306,39,3331596,3003427501,BK33,51,,-74.00280876566264,40.68432369885617,"(40.68432369885617, -74.00280876566264)"
2064891-DCA,Business,12/31/2019,Active,01/12/2018,Laundries,HICKS MEGA LAUNDROMAT INC.,,779,HICKS ST,,BROOKLYN,NY,11231,6462660106,Brooklyn,3,306,38,3336542,3005390003,BK33,59,Laundry Type: Retail Laundry,-74.00495710852906,40.6762896754878,"(40.6762896754878, -74.00495710852906)"
1310226-DCA,Business,02/28/2021,Active,02/27/2009,Home Improvement Contractor,THINK CONSTRUCTION LLC,,282,DEGRAW ST,,BROOKLYN,NY,11231,6462053223,Brooklyn,3,306,39,3004197,3003330023,BK33,67,,-73.99597977449838,40.68393939485429,"(40.68393939485429, -73.99597977449838)"
0929732-DCA,Business,03/31/2015,Inactive,03/27/1997,Garage,"GUIDO, FRANK G",,125,CARROLL ST,,BROOKLYN,NY,11231,7188522325,Brooklyn,3,306,39,3000000,3003490032,BK33,63,"Vehicle Spaces: 23, Bicycle Spaces:",-74.00103838289104,40.68232553437329,"(40.68232553437329, -74.00103838289104)"
1376498-DCA,Business,02/28/2021,Active,11/09/2010,Home Improvement Contractor,"A T CONCEPT, INC.",,601,COURT ST,,BROOKLYN,NY,11231,2122190088,Brooklyn,3,306,38,3008210,3004880006,BK33,53,,-74.00103100720389,40.67167306575568,"(40.67167306575568, -74.00103100720389)"
1065055-DCA,Business,02/28/2021,Active,10/18/2000,Home Improvement Contractor,"CREATIVE RENOVATIONS, LLC",,271,COLUMBIA ST,,BROOKLYN,NY,11231,7188588900,Brooklyn,3,306,39,3004860,3003530008,BK33,51,,-74.00374253380693,40.682838750622906,"(40.682838750622906, -74.00374253380693)"
2043871-DCA,Business,12/31/2017,Inactive,09/19/2016,Laundry,K LAUNDRY ROOM INC.,,286,SMITH ST,,BROOKLYN,NY,11231,7185968594,Brooklyn,3,306,39,3007028,3004280034,BK33,75,,-73.99362190042459,40.68208382231325,"(40.68208382231325, -73.99362190042459)"
0929734-DCA,Business,03/31/2015,Inactive,03/25/1997,Garage,"GUIDO, FRANK G",,117,CARROLL ST,,BROOKLYN,NY,11231,7188522325,Brooklyn,3,306,39,3004744,3003490034,BK33,63,"Vehicle Spaces: 23, Bicycle Spaces:",-74.00125831929556,40.682385917171416,"(40.682385917171416, -74.00125831929556)"
2044365-DCA,Business,02/28/2021,Active,10/03/2016,Home Improvement Contractor,"CRAIG MALDONADO, LLC",,125,WOLCOTT ST,,BROOKLYN,NY,11231,9176566526,Brooklyn,3,306,38,3008597,3005750009,BK33,53,,-74.01377208026928,40.67789465093627,"(40.67789465093627, -74.01377208026928)"
1188467-DCA,Business,12/31/2015,Inactive,02/01/2005,Laundry Jobber,SOFO CLEANER INC.,,497,COURT ST,,BROOKLYN,NY,11231,7188528151,Brooklyn,3,306,39,3336360,3004740001,BK33,77,,-73.99897974235112,40.675935701840196,"(40.675935701840196, -73.99897974235112)"
1248607-DCA,Business,04/15/2019,Inactive,03/07/2007,Sidewalk Cafe,BIDOCHONS CORP.,,263,SMITH ST,,BROOKLYN,NY,11231,7187970707,Brooklyn,3,306,33,3006691,3004150001,BK33,75,"Sidewalk Cafe Type: Unenclosed, Square Feet: 304, Tables: 12, Chairs: 24",-73.99298002793216,40.68300053891155,"(40.68300053891155, -73.99298002793216)"
2063596-DCA,Business,12/31/2019,Inactive,12/19/2017,Laundries,"CHAN, SAU MAY",SMITH LUCKY MAY,313,SMITH ST,,BROOKLYN,NY,11231,6464315059,Brooklyn,3,306,39,3007264,3004360006,BK33,75,Laundry Type: Retail Laundry,-73.99410149522419,40.6813427592863,"(40.6813427592863, -73.99410149522419)"
1437510-DCA,Business,12/31/2017,Inactive,09/20/2012,Laundry,RED HOOK LAUNDROMAT #1 INC,,282,VAN BRUNT ST,,BROOKLYN,NY,11231,9174189497,Brooklyn,3,306,38,3008364,3005290027,BK33,59,,-74.01005174176277,40.679794419436355,"(40.679794419436355, -74.01005174176277)"
1092498-DCA,Business,07/31/2013,Inactive,08/28/2001,Secondhand Dealer - General,"TOM RUSSO'S SHOP COLLISIONVILLE, INC.",,14,COLES ST,,BROOKLYN,NY,11231,7186431200,Brooklyn,3,306,38,3395627,3005130013,BK33,59,,-74.00479872220055,40.67964105112115,"(40.67964105112115, -74.00479872220055)"
1452479-DCA,Business,02/28/2019,Inactive,12/19/2012,Home Improvement Contractor,"DEARY, MICAH",DEARY CONSTRUCTION BROOKLYN,224,SACKETT ST,,BROOKLYN,NY,11231,9176848633,Brooklyn,3,306,39,3004320,3003380012,BK33,67,,-73.99883539588687,40.6839778859952,"(40.6839778859952, -73.99883539588687)"
0798230-DCA,Individual,02/28/2021,Active,12/03/2002,Home Improvement Salesperson,"LOPES, HUMBERTO",,,,,BROOKLYN,NY,11231,7188348675,,,,,,,,,,,,
2008658-DCA,Individual,02/28/2021,Active,05/27/2014,Home Improvement Salesperson,"KALBER, GARETH",,,,,BROOKLYN,NY,11231,347-889-5455,,,,,,,,,,,,
2083556-DCA,Individual,03/31/2020,Active,03/22/2019,Sightseeing Guide,"YOUNG, GREGORY",,,,,BROOKLYN,NY,11231,9175442537,,,,,,,,,,,,
2057912-DCA,Individual,02/28/2019,Inactive,09/07/2017,Home Improvement Salesperson,"KALBER, GARETH",,,,,BROOKLYN,NY,11231,347-889-5455,,,,,,,,,,,,
2033056-DCA,Business,02/28/2021,Active,02/05/2016,Home Improvement Contractor,LRL CONSTRUCTION INC.,,252,VAN BRUNT ST,,Brooklyn,NY,11231,718-483-9015,Brooklyn,3,,,,,BK33,59,,,,
2080762-DCA,Individual,02/28/2021,Active,12/17/2018,Home Improvement Salesperson,"GIUNTA, GIANCARLO",,,,,BROOKLYN,NY,11231,917-771-0459,,,,,,,,,,,,
2036750-DCA,Individual,10/31/2018,Inactive,04/28/2016,Tow Truck Driver,"FUENTES, EUGENE J.",,,,,BROOKLYN,NY,11231,7188586469,,,,,,,,,,,,
2045779-DCA,Individual,02/28/2021,Active,11/21/2016,Home Improvement Salesperson,"Krasniqi, Florin",,,,,BROOKLYN,NY,11231,,,,,,,,,,,,,
1308238-DCA,Individual,02/28/2021,Active,01/20/2010,Home Improvement Salesperson,"BIRD, PHILIP D",,,,,BROOKLYN,NY,11231,,,,,,,,,,,,,
1408741-DCA,Individual,10/31/2018,Inactive,09/22/2011,Tow Truck Driver,"FALCONE, CHRISTOPHER P",,,,,BROOKLYN,NY,11231,7182370021,,,,,,,,,,,,
2049733-DCA,Individual,02/28/2021,Active,03/20/2017,Home Improvement Salesperson,"GOLDSTEIN, MARVIN",,,,,BROOKLYN,NY,11231,718-834-1990,,,,,,,,,,,,
1154936-DCA,Individual,02/28/2021,Active,10/28/2003,Home Improvement Salesperson,"GOLDFINE, MATTHEW C",,,,,BROOKLYN,NY,11231,6462946475,,,,,,,,,,,,
1094193-DCA,Individual,10/31/2018,Inactive,11/13/2007,Tow Truck Driver,"RIVERA, WILLIAM B",,,,,BROOKLYN,NY,11231,3472191054,,,,,,,,,,,,
2024191-DCA,Individual,02/28/2021,Active,06/11/2015,Home Improvement Salesperson,"DESMOND, CRAIG",,,,,BROOKLYN,NY,11231,2122561226,,,,,,,,,,,,
0864636-DCA,Individual,10/31/2020,Active,01/18/1996,Tow Truck Driver,"SERRANO, JOSE N",,,,,BROOKLYN,NY,11231,7186241762,,,,,,,,,,,,
1190013-DCA,Individual,10/31/2018,Inactive,07/13/2012,Tow Truck Driver,"LOPEZ, ADAM J",,,,,BROOKLYN,NY,11231,7186139374,,,,,,,,,,,,
2082040-DCA,Individual,03/31/2020,Active,02/07/2019,Sightseeing Guide,"Morris, Edwin",,,,,BROOKLYN,NY,11231,,,,,,,,,,,,,
2031147-DCA,Individual,02/28/2021,Active,12/08/2015,Home Improvement Salesperson,"PARUNGAO, CHRISTOPHER",,,,,BROOKLYN,NY,11231,6462947042,,,,,,,,,,,,
1275863-DCA,Individual,10/31/2020,Active,01/15/2008,Tow Truck Driver,"ACEVEDO, JOSE A",,,,,BROOKLYN,NY,11231,7186248027,,,,,,,,,,,,
0925042-DCA,Individual,10/31/2016,Inactive,12/29/2006,Tow Truck Driver,"RIVERA, MARCOS A",,,,,BROOKLYN,NY,11231,3477391956,,,,,,,,,,,,
1467315-DCA,Individual,02/28/2021,Active,06/13/2013,Home Improvement Salesperson,"BISCHOFF, BENJAMIN",,,,,BROOKLYN,NY,11231,718-834-0171,,,,,,,,,,,,
0919861-DCA,Individual,02/28/2021,Active,12/19/2002,Home Improvement Salesperson,"ROMEO, MICHAEL P",,,,,BROOKLYN,NY,11231,7187882625,,,,,,,,,,,,
2081128-DCA,Individual,02/28/2021,Active,01/04/2019,Home Improvement Salesperson,"DEARY, SHANE",,,,,BROOKLYN,NY,11231,3475151816,,,,,,,,,,,,
1435753-DCA,Individual,02/28/2021,Active,06/29/2012,Home Improvement Salesperson,"BADALAMENTI, SAL A",,,,,BROOKLYN,NY,11231,,,,,,,,,,,,,
2033054-DCA,Individual,02/28/2021,Active,02/05/2016,Home Improvement Salesperson,"QUIRKE, GARY",,,,,BROOKLYN,NY,11231,7184839015,,,,,,,,,,,,
2038170-DCA,Individual,02/28/2021,Active,05/25/2016,Home Improvement Salesperson,"STARKEY, JEFFREY",,,,,BROOKLYN,NY,11231,9177339749,,,,,,,,,,,,
2017916-DCA,Individual,02/28/2021,Active,02/03/2015,Home Improvement Salesperson,"MATTIOLI, SALVATORE",,,,,BROOKLYN,NY,11231,3476894851,,,,,,,,,,,,
1321604-DCA,Individual,02/28/2021,Active,02/05/2010,Home Improvement Salesperson,"OLIVIERI, PHILIP A",,,,,BROOKLYN,NY,11231,6465150072,,,,,,,,,,,,
1227205-DCA,Individual,09/30/2013,Inactive,09/21/2006,General Vendor,"GOODMAN, JERALD P.",,,,,BROOKLYN,NY,11231,7188529894,,,,,,,,,General Vendor Type: General Vendor (White),,,
1333222-DCA,Individual,02/28/2021,Active,09/17/2009,Home Improvement Salesperson,"RAWSON, JUSTIN",,,,,BROOKLYN,NY,11231,7182885980,,,,,,,,,,,,
1256140-DCA,Individual,10/31/2016,Inactive,10/09/2008,Tow Truck Driver,"RAMOS, FRANKIE",,,,,BROOKLYN,NY,11231,917-402-0737,,,,,,,,,,,,
0990758-DCA,Individual,05/31/2021,Active,06/02/1999,Locksmith,"ALTAMURA, CHRIS",,,,,BROOKLYN,NY,11231,917-704-0814,,,,,,,,,,,,
2018015-DCA,Individual,02/28/2021,Active,02/05/2015,Home Improvement Salesperson,"ALCARAS, DAVID",,,,,BROOKLYN,NY,11231,9178866822,,,,,,,,,,,,
1406941-DCA,Individual,02/28/2019,Inactive,09/06/2011,Home Improvement Salesperson,"MINNEY, RYAN SCOTT",,,,,BROOKLYN,NY,11231,9176849628,,,,,,,,,,,,
2043107-DCA,Individual,02/28/2019,Inactive,08/30/2016,Home Improvement Salesperson,"Aul, Katherine",,,,,BROOKLYN,NY,11231,7067730683,,,,,,,,,,,,
1327922-DCA,Individual,02/28/2019,Inactive,08/03/2009,Home Improvement Salesperson,"ARVIV, SHAI",,,,,BROOKLYN,NY,11231,7184513326,,,,,,,,,,,,
2074127-DCA,Individual,02/28/2019,Inactive,06/21/2018,Home Improvement Salesperson,"BANKS, MICHAEL",,,,,BROOKLYN,NY,11231,347-833-7212,,,,,,,,,,,,
2006055-DCA,Individual,02/28/2019,Inactive,04/10/2014,Home Improvement Salesperson,"WIENCKOWSKI, TIFFANY",,,,,BROOKLYN,NY,11231,6319353038,,,,,,,,,,,,
2001568-DCA,Individual,02/28/2019,Inactive,12/12/2013,Home Improvement Salesperson,"STEWART, JONATHAN",,,,,BROOKLYN,NY,11231,9176993810,,,,,,,,,,,,
1287973-DCA,Individual,02/28/2019,Inactive,06/04/2008,Home Improvement Salesperson,"SINCHI, RAUL V",,,,,BROOKLYN,NY,11231,929-204-7579,,,,,,,,,,,,
2048579-DCA,Individual,02/28/2019,Inactive,02/21/2017,Home Improvement Salesperson,"OCONNELL, DANIEL",,,,,BROOKLYN,NY,11231,212-945-9842,,,,,,,,,,,,
2061806-DCA,Individual,02/28/2019,Inactive,11/28/2017,Home Improvement Salesperson,"LACROIX, MARSHALL",,,,,BROOKLYN,NY,11231,347-229-2460,,,,,,,,,,,,
2044267-DCA,Individual,09/30/2017,Inactive,09/29/2016,General Vendor,"SMITHIE, STEVEN W",,,,,BROOKLYN,NY,11231,917-921-7524,,,,,,,,,General Vendor Type: General Vendor (White),,,
1417994-DCA,Individual,02/28/2021,Active,01/21/2012,Home Improvement Salesperson,"VALENTINE, MICHAEL",,,,,BROOKLYN,NY,11231,7876852323,,,,,,,,,,,,
2025376-DCA,Individual,02/28/2019,Inactive,07/07/2015,Home Improvement Salesperson,"BROSSEAU, JAMISON",,,,,BROOKLYN,NY,11231,6466756010,,,,,,,,,,,,
2016101-DCA,Individual,02/28/2019,Inactive,12/02/2014,Home Improvement Salesperson,"George, Kimberly",,,,,BROOKLYN,NY,11231,,,,,,,,,,,,,
